paper_doi,review_covered,ref_year,device_structure,built_in_asymmetry,asymmetry_origin,primary_mobile_ion,secondary_ion_present,secondary_mobile_ion,ion_origin,auxiliary_redox_present,continuous_output,water_interaction_mode,rh_percent,inorganic_electrolyte_present,inorganic_electrolyte_type,inorganic_electrolyte_concentration_wt%,polyelectrolyte_present,active_material_raw,material_class,structure_class,ionic_groups,top_electrode,bottom_electrode,electrode_symmetry,metal_electrode,voc_V,jsc_uA_cm2,power_density_uW_cm2,internal_resistance_Mohm,output_timescale_class,stability_time_min,dominant_mechanism,has_anionic,has_cationic,has_zwitterionic,polyelectrolyte_anionic_raw,polyelectrolyte_cationic_raw,polyelectrolyte_zwitterionic_raw,has_any_polyelectrolyte,estimated_power_density_uW_cm2,log_estimated_power_density,ion_type,mechanism_simple,asym_env,asym_chem,asym_electrode,ion_from_material,ion_from_electrolyte,ion_from_water,log_internal_resistance_Mohm,has_internal_resistance
10.1002/adfm.202531296,0,2026,sandwich,1,chemical + environmental,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,,1,"FeCl3, NaCl",3.5,1,"TOCNF, QCNF, ACNT",biomass,porous,"carboxyl, quaternary ammonium, amino, hydroxyl ",Al,Al,1,1.0,0.84,75.0,5.74,0.01,hours,1320.0,ion_concentration_gradient,1,1,0,TEMPO-oxidized cellulose nanofibrils (TOCNF),quaternized cellulose nanofibril  (QCNF),,1,15.75,1.1972805856998712,other_cation,ion_gradient,1,1,0,0,1,0,-2.0,1
10.1021/acsnano.4c00990,1,2024,sandwich,0,environmental_gradient,Na+,1,OH-,electrolyte,0,1,evaporation_driven,50.0,1,NaOH,,1,Delignified Wood,biomass,porous,"carboxyl, hydroxyl",Pt,Pt,1,1.0,1.1,80.0,6.75,0.003,hours,660.0,ion_concentration_gradient,1,0,0,delignified wood cellulose,,,1,22.0,1.3424227005628642,other_cation,ion_gradient,1,0,0,0,1,0,-2.5228787452803374,1
10.1021/acsami.4c01026,0,2024,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,56.0,0,,,0,"TiO2, carbon black",carbon,porous,"carboxyl, hydroxyl",CNT,CNT,1,0.0,1.9,86.0,40.9,10.0,seconds,100.0,streaming,0,0,0,,,,0,40.85,1.611192071499878,proton,streaming,1,0,0,1,0,0,1.0,1
10.1021/acsami.3c04726,0,2024,sandwich,1,electrode + chemical,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,,1,NaCl,3.5,0,melamine-derived carbon foam (CF) ,carbon,porous,"carboxyl, hydroxyl ",Carbon,Carbon,0,0.0,0.71,91.0,,0.04,hours,240.0,ion_concentration_gradient,0,0,0,,,,0,16.1525,1.208239776599343,other_cation,ion_gradient,0,1,1,0,1,0,-1.3979400086720375,1
10.1002/adma.202312209,1,2024,sandwich,1,chemical + environmental,Cl-,1,H+,surface_group_dissociation + electrolyte,0,1,evaporation_driven,,1,ionic_liquid,,1,"Graphene Oxide (GO), PSSA, ionic liquid",polymer,film,sulfonate,Pt,Pt,1,1.0,0.63,140.0,16.55,0.01,days,10800.0,ion_concentration_gradient,1,0,0,Poly(4-styrene sulfonic acid) (PSSA),,,1,22.05,1.3434086134997518,anion,ion_gradient,1,1,0,1,1,0,-2.0,1
10.1039/d0ee02730h,0,2021,in-plane,1,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,25.0,1,NaCl,0.0584,0,cellulose nanofibre @ Ni-HITP conductive metal-organic framework ,composite,porous,"carboxyl, imine ",Ag,Ag,1,1.0,1.1,3000.0,1500.0,,days,2880.0,ion_concentration_gradient + thermo_diffusion,0,0,0,,,,0,825.0000000000001,2.9164539490763426,other_cation,ion_gradient,1,0,0,0,1,0,,0
10.1016/j.nanoen.2022.107378,0,2022,sandwich,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,,1,NaCl,3.5,0,carboxylated sugarcane,biomass,porous,"carboxyl, hydroxyl",Steel,Steel,1,1.0,0.47,0.68,0.0367,0.022,hours,1800.0,ion_concentration_gradient,0,0,0,,,,0,0.0799,-1.0974477852446545,other_cation,ion_gradient,1,0,0,0,1,0,-1.6575773191777938,1
10.1016/j.nanoen.2025.110731,0,2025,in-plane,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,,1,NaCl,2.92,0,NaV₂O₅·nH₂O,metal oxide,porous,hydroxyl,Ag,Ag,1,1.0,1.2,50.0,22.5,0.26,hours,360.0,ion_concentration_gradient,0,0,0,,,,0,15.0,1.1760912880086458,other_cation,ion_gradient,1,0,0,0,1,0,-0.585026652029182,1
10.1016/j.nanoen.2023.108348,0,2023,in-plane,0,environmental_gradient,H+,0,,water_dissociation,0,1,evaporation_driven,70.0,0,,,0,Ti-deficient unilamellar titanium oxide ,metal oxide,porous,hydroxyl,Ag,Ag,1,1.0,1.32,0.004,,,days,15000.0,streaming,0,0,0,,,,0,0.00132,-2.8790971823854727,proton,streaming,1,0,0,0,0,1,,0
10.1016/j.nanoen.2020.104502,0,2020,in-plane,0,environmental_gradient,OH-,0,,water_dissociation,0,1,evaporation_driven,56.0,0,,,0,Ni-Al layered double hydroxide (LDH),metal oxide,porous,hydroxyl,CNT,CNT,1,0.0,0.6,0.05,0.0075,2.0,hours,1440.0,streaming,0,0,0,,,,0,0.0075,-2.124880834537432,anion,streaming,1,0,0,0,0,1,0.3010299956639812,1
10.1002/smll.202400961,0,2024,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,45.0,0,,,0,MOF-801,MOF/COF,porous,carboxyl,CNT,CNT,1,0.0,2.2,0.095,0.014,5.0,hours,720.0,streaming,0,0,0,,,,0,0.05225,-1.2819053934403335,proton,streaming,1,0,0,1,0,0,0.6989700043360189,1
10.1002/smll.202511802,0,2025,in-plane,0,environmental_gradient,H+,0,,water_dissociation,0,1,evaporation_driven,,0,,,0,WO3 nanoparticle ,metal oxide,porous,hydroxyl,CNT,CNT,1,0.0,2.7,0.0533,,,hours,,streaming,0,0,0,,,,0,0.0359775,-1.4439569470300029,proton,streaming,1,0,0,0,0,1,,0
10.1002/adfm.201901798,1,2019,sandwich,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,liquid_contact,,0,,,1,TEMPO-oxidized cellulose nanofibrils (TOCNF),biomass,porous,"carboxyl, hydroxyl",Pt,Pt,1,1.0,0.11,0.022,0.00063,1000.0,days,10080.0,streaming,1,0,0,TEMPO-oxidized cellulose nanofibrils (TOCNF),,,1,0.000605,-3.217527375833714,proton,streaming,1,0,0,1,0,0,3.0,1
10.1002/adfm.202203666,1,2022,in-plane,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,liquid_contact,65.0,1,NaCl,0.3,1,"Regenerated cellulose, CNT",biomass,porous,"carboxyl, hydroxyl",Ag,Ag,1,1.0,0.16,0.17,,,hours,360.0,ion_concentration_gradient,1,0,0,Regenerated cellulose,,,1,0.0068,-2.16742722515382,other_cation,ion_gradient,1,0,0,0,1,0,,0
10.1016/j.cej.2021.133236,1,2022,in-plane,1,chemical + environmental,H+,0,,surface_group_dissociation,0,1,liquid_contact,,0,,,1,ppy/TiO2 nanowires coated cotton fiber,biomass,porous,"amino, hydroxyl",Cu,Cu,1,1.0,0.65,0.75,,0.1,seconds,60.0,streaming,0,1,0,,Polypyrrole (PPy),,1,0.121875,-0.9140818078661233,proton,streaming,1,1,0,1,0,0,-1.0,1
10.1038/s41565-024-01691-5,0,2024,in-plane,1,chemical + environmental,H+,0,,surface_group_dissociation,0,1,liquid_contact,75.0,0,,,0,"MXene (Ti3C2Tx), PVA",polymer,film,"carboxyl, hydroxyl",Pt,Pt,1,1.0,0.4,4.0,,,hours,330.0,ion_concentration_gradient,0,0,0,,,,0,0.4,-0.39793892293719,proton,ion_gradient,1,1,0,1,0,0,,0
10.1038/s41467-022-32105-6,1,2022,sandwich,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,liquid_contact,,0,,,1,Geobacter sulfurreducens biofilm,biomass,film,"carboxyl, hydroxyl, amino",Au,Au,1,1.0,0.45,5.0,1.0,,weeks,43200.0,streaming,0,0,1,,,Geobacter sulfurreducens protein nanowires,1,0.5625,-0.2498767011382072,proton,streaming,1,0,0,1,0,0,,0
10.1021/acsapm.4c00849,0,2024,in-plane,1,electrode + chemical + environmental,Ca2+,1,Cl-,electrolyte,0,1,liquid_contact,80.0,1,CaCl2,,0,"PVA-PNIPAM semi-IPN hydrogel, carbon black coated cotton fabric",polymer,hydrogel,"hydroxyl, amide, carboxyl",Carbon,Carbon,1,0.0,0.34,5.0,,,hours,1440.0,ion_concentration_gradient,0,0,0,,,,0,0.425,-0.3716100480815215,other_cation,ion_gradient,1,1,1,0,1,0,,0
10.1021/acsami.8b16529,1,2019,sandwich,1,electrode + chemical,Na+,1,Cl-,electrolyte,0,1,liquid_contact,43.0,1,NaCl,0.58,0,Graphene,carbon,porous,hydroxyl,Cu,Cu,0,1.0,0.28,6.2,0.9,0.0092,seconds,7.0,ion_concentration_gradient,0,0,0,,,,0,0.434,-0.3625092698101124,other_cation,ion_gradient,0,1,1,0,1,0,-2.036212172654445,1
10.1016/j.carbon.2024.119008,0,2024,in-plane,0,environmental_gradient,H+,1,Cl-,electrolyte,0,1,liquid_contact,20.0,1,"HCl, LiCl, NaCl, KCl ",0.36,0,"carbon black (CB), graphene oxide (GO), cotton fabric (CF)",carbon,porous,"carboxyl, hydroxyl ",Cu,Cu,1,1.0,0.75,8.7,1.4,0.017,hours,125.0,ion_concentration_gradient,0,0,0,,,,0,1.63125,0.2125207909164396,proton,ion_gradient,1,0,0,0,1,0,-1.7695510786217261,1
10.1016/j.surfin.2023.102853,1,2023,in-plane,1,chemical,Ca2+,1,Cl-,electrolyte,0,1,liquid_contact,40.0,1,CaCl2,36.9,0,"Carbon Black, Cellulose Acetate",biomass,porous,"carboxyl, hydroxyl",Carbon,Carbon,1,1.0,0.3,19.3,0.88,0.0047,hours,960.0,ion_concentration_gradient,0,0,0,,,,0,1.4475,0.1606188724301003,other_cation,ion_gradient,0,1,0,0,1,0,-2.3279021420642825,1
10.1002/smll.202306318,1,2024,in-plane,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,liquid_contact,45.0,1,NaCl,0.23,0,"Carbon Nanotubes, Carbon Black",carbon,porous,"carboxyl, hydroxyl",Ag,Ag,1,1.0,0.43,29.5,25.52,0.0031,hours,180.0,ion_concentration_gradient,0,0,0,,,,0,3.17125,0.5012306171771781,other_cation,ion_gradient,1,0,0,0,1,0,-2.5086383061657274,1
10.1016/j.carbon.2023.118687,0,2024,sandwich,0,environmental_gradient,Fe3+,1,Cl-,electrolyte,0,1,liquid_contact,20.0,1,FeCl3,16.9,0,"carbon black, cotton fiber rope",carbon,porous,"carboxyl, hydroxyl ",Au,Au,1,1.0,0.66,110.0,26.4,0.00034,weeks,30240.0,ion_concentration_gradient,0,0,0,,,,0,18.15,1.2588766533002014,other_cation,ion_gradient,1,0,0,0,1,0,-3.4685210829577446,1
10.1039/d5cc02475g,0,2025,in-plane,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,liquid_contact,,1,NaCl,0.41,0,graphene oxide (GO),carbon,porous,"carboxyl, hydroxyl ",Carbon,Carbon,1,0.0,0.6,520.0,123.09,,seconds,50.0,ion_concentration_gradient,0,0,0,,,,0,78.0,1.8920946082583583,other_cation,ion_gradient,1,0,0,0,1,0,,0
10.1039/d3ta03468b,0,2023,sandwich,1,chemical + environmental,Na+,0,,surface_group_dissociation,0,1,vapor_adsorption,,0,,,1,polyelectrolyte-gradient hydrogel ,polymer,hydrogel,sulfonate,Carbon,Carbon,1,0.0,0.13,2.11,,,hours,600.0,ion_concentration_gradient,1,0,0,lignosulfonate sodium (LS),,,1,0.068575,-1.163827850638265,other_cation,ion_gradient,1,1,0,1,0,0,,0
10.1002/anie.201602708,1,2016,in-plane,1,chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,95.0,0,,,0,Carbon Black (CB),carbon,porous,"carboxyl, hydroxyl",Cu,Cu,1,1.0,0.068,0.003,,42.2,hours,360.0,ion_concentration_gradient,0,0,0,,,,0,5.1000000000000006e-05,-4.2839966563652006,proton,ion_gradient,0,1,0,1,0,0,1.6253124509616739,1
10.1016/j.nanoen.2020.104610,1,2020,sandwich,1,chemical + environmental,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,99.0,0,,,1,"TEMPO-oxidized cellulose nanofibrils (TOCNF), quaternized cellulose nanofibrils (QCNF)",biomass,porous,"carboxyl, hydroxyl, amino",Pt,Pt,1,1.0,0.115,0.0143,,0.8,seconds,30.0,ion_concentration_gradient,1,1,0,TEMPO-oxidized cellulose nanofibrils (TOCNF),quaternized cellulose nanofibrils (QCNF),,1,0.000411125,-3.3849710398487907,proton,ion_gradient,1,1,0,1,0,0,-0.09691001300805639,1
10.1016/j.nanoen.2023.108973,1,2023,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,85.0,0,,,1,"oxidized regenerated cellulose (ORC), aminated regenerated cellulose (ARC)",biomass,porous,"carboxyl, hydroxyl, amino",Al,Al,0,1.0,4.2,0.0177,,13.1,hours,1440.0,ion_concentration_gradient,1,1,0,oxidized regenerated cellulose (ORC),aminated regenerated cellulose (ARC),,1,0.018585,-1.7308140671860484,proton,ion_gradient,0,0,1,1,0,0,1.1172712956557642,1
10.1021/acsnano.0c04686,1,2020,sandwich,1,chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,99.0,0,,,1,"quaternized silk nanofibrils, carboxylated cellulose nanofibrils",biomass,porous,"carboxyl, hydroxyl, amino",Pt,Pt,1,1.0,0.12,0.025,,,seconds,40.0,ion_concentration_gradient,1,1,0,carboxylated cellulose nanofibrils,quaternized silk nanofibrils,,1,0.00075,-3.1243600629958315,proton,ion_gradient,0,1,0,1,0,0,,0
10.1039/d0ta11974a,1,2021,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,99.0,0,,,0,"PVA, PEO",polymer,porous,"carboxyl, hydroxyl",Al,Al,0,1.0,0.83,0.03,,,hours,180.0,ion_concentration_gradient,0,0,0,,,,0,0.006225,-2.205790883653504,proton,ion_gradient,0,0,1,1,0,0,,0
10.1021/acsaem.4c00368,1,2024,sandwich,1,electrode + chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,95.0,0,,,1,"Silk Fibroin (SF), Sericin, Poly(ethylene oxide) (PEO)",biomass,porous,"carboxyl, hydroxyl",Au,Au,0,1.0,0.276,0.07,0.0013,0.12,hours,150.0,ion_concentration_gradient,0,0,1,,,"Silk Fibroin, Sericin",1,0.00483,-2.3159629625134803,proton,ion_gradient,0,1,1,1,0,0,-0.9208187539523752,1
10.1021/acsami.0c17931,1,2020,sandwich,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,95.0,0,,,0,cellulose,biomass,porous,"carboxyl, hydroxyl",Ag,Ag,1,1.0,0.3,0.08,0.0084,100.0,hours,1440.0,ion_concentration_gradient,0,0,0,,,,0,0.006,-2.2217763732339035,proton,ion_gradient,1,0,0,1,0,0,2.0,1
10.1039/d1ta10865d,1,2022,sandwich,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,99.0,0,,,1,"Sulfonated cellulose nanofibrils, MOF",biomass,porous,sulfonate,Al,Al,1,1.0,0.65,0.09,,,hours,1080.0,ion_concentration_gradient,1,0,0,Sulfonated cellulose nanofibrils,,,1,0.0146249999999999,-1.8348744309117715,proton,ion_gradient,1,0,0,1,0,0,,0
10.1039/c8ta02505c,1,2018,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,96.0,0,,,0,"carbon dots, paper",carbon,porous,"carboxyl, hydroxyl",Au,Au,0,1.0,0.04,0.142,,,seconds,100.0,ion_concentration_gradient,0,0,0,,,,0,0.0014199999999999,-2.8474059220725305,proton,ion_gradient,0,0,1,1,0,0,,0
10.1002/adfm.202418834,1,2025,sandwich,1,chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,80.0,0,,,0,Black Phosphorus aerogel,others,porous,hydroxyl,Carbon,Carbon,1,0.0,0.25,0.16,0.0104,1.0,seconds,50.0,ion_concentration_gradient,0,0,0,,,,0,0.01,-1.9999565727231372,proton,ion_gradient,0,1,0,1,0,0,0.0,1
10.1016/j.nanoen.2021.106529,1,2021,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,99.0,0,,,1,Silk Fibroin (SF),biomass,porous,"carboxyl, hydroxyl",Au,Au,0,1.0,0.28,0.19,,,seconds,16.0,ion_concentration_gradient,0,0,1,,,Silk Fibroin (SF),1,0.0133,-1.8761157065399925,proton,ion_gradient,0,0,1,1,0,0,,0
10.1021/acsnano.4c09494,1,2024,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,63.0,0,,,1,"BCSNF, rGO",biomass,porous,"carboxyl, hydroxyl, sulfonate",Au,Au,0,1.0,0.54,0.35,0.047,1.0,weeks,129600.0,ion_concentration_gradient,1,0,0,Bacterial cellulose sulfate nanofibers (BCSNF),,,1,0.04725,-1.325588995834374,proton,ion_gradient,0,0,1,1,0,0,0.0,1
10.1016/j.cej.2024.156026,1,2024,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,85.0,0,,,0,"wood, ZnO",biomass,porous,"carboxyl, hydroxyl",Ag,Ag,0,1.0,0.47,0.5,,,hours,720.0,ion_concentration_gradient,0,0,0,,,,0,0.05875,-1.2309847368726377,proton,ion_gradient,0,0,1,1,0,0,,0
10.1002/adma.202509865,0,2026,sandwich,1,chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,100.0,0,,,1,"polycaprolactone (PCL), PEDOT:PSS, GO, Ppy",polymer,porous,"sulfonate, carboxyl, hydroxyl",Ppy,Ppy,1,0.0,0.8,0.5,,,hours,1440.0,ion_concentration_gradient,1,1,0,PEDOT:PSS,polypyrrole (PPy),,1,0.1,-0.9999956570768956,proton,ion_gradient,0,1,0,1,0,0,,0
10.1002/adma.202304099,0,2023,sandwich,1,electrode + chemical + environmental,OH-,1,H+,water_dissociation,0,1,vapor_adsorption,32.0,0,,,0,"PAN, Al₂O₃",metal oxide,porous,"hydroxyl, cyano",Carbon,Carbon,0,0.0,3.18,0.58,0.45,1.59,hours,133.0,streaming,0,0,0,,,,0,0.4611,-0.3362039359154635,anion,streaming,1,1,1,0,0,1,0.2013971243204515,1
10.1038/s41586-020-2010-9,1,2020,sandwich,0,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,50.0,0,,,1,protein nanowires,biomass,film,"carboxyl, hydroxyl",Au,Au,0,1.0,0.5,0.6,,1.0,weeks,90000.0,ion_concentration_gradient,0,0,1,,,Geobacter sulfurreducens protein nanowires,1,0.075,-1.1249329460538116,proton,ion_gradient,0,0,1,1,0,0,0.0,1
10.1002/advs.202206483,1,2023,sandwich,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,65.0,0,,,1,"PEDOT:PSS, Bi₂Te₃",semiconductor,porous,sulfonate,Ag,Ag,1,1.0,0.68,0.7,0.3978,,seconds,16.0,ion_concentration_gradient + thermo_diffusion,1,0,0,PEDOT:PSS,,,1,0.119,-0.924449389089342,proton,ion_gradient,1,0,0,1,0,0,,0
10.1021/acsami.3c14264,1,2024,sandwich,1,electrode,H+,1,Na+,surface_group_dissociation,0,1,vapor_adsorption,90.0,0,,,1,COF-SO3H/CNF aerogel,biomass,porous,sulfonate,Steel,Steel,0,1.0,1.0,0.72,0.212,1.0,hours,300.0,ion_concentration_gradient,1,0,0,Carboxylated cellulose nanofiber (CNF-C),,,1,0.18,-0.7447250821562743,proton,ion_gradient,0,0,1,1,0,0,0.0,1
10.1016/j.reactfunctpolym.2023.105806,1,2024,coaxial_cable,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,90.0,0,,,1,"Chitosan (CS), Konjac Glucomannan (KGM), MCNT",biomass,porous,"carboxyl, hydroxyl, amino",Cu,Cu,0,1.0,0.189,0.97,0.083,42.5,hours,480.0,ion_concentration_gradient,0,1,0,,Chitosan (CS),,1,0.0458325,-1.338816977303591,proton,ion_gradient,0,0,1,1,0,0,1.6283889300503116,1
10.1039/C9EE00838A,1,2019,sandwich,1,electrode + chemical,H+,0,,surface_group_dissociation + active electrode,1,1,vapor_adsorption,80.0,0,,,1,Graphene Oxide (GO)/PAAS,carbon,porous,"carboxyl, hydroxyl",Au,Ag,0,1.0,0.6,1.0,0.07,10.0,days,7200.0,ion_concentration_gradient + schottky_junction,1,0,0,sodium polyacrylate (PAAS),,,1,0.15,-0.8239058456574236,proton,ion_gradient,0,1,1,1,0,0,1.0,1
10.1016/j.applthermaleng.2025.127255,0,2025,in-plane,1,chemical,Ca2+,1,Cl-,electrolyte,0,1,vapor_adsorption,40.0,1,CaCl2,25.9,0,"carbon black, PVA, paper, CaCl₂",carbon,porous,"carboxyl, hydroxyl ",Cu,Cu,1,1.0,0.67,1.0,0.23,0.49,weeks,20160.0,ion_concentration_gradient,0,0,0,,,,0,0.1675,-0.7759825958319986,other_cation,ion_gradient,0,1,0,0,1,0,-0.3098039199714863,1
10.1016/j.apsusc.2025.164747,0,2026,sandwich,1,electrode + chemical,H+,1,Br-,surface_group_dissociation + electrolyte,0,1,vapor_adsorption,80.0,0,,,1,"Graphene oxide (GO), poly[ViEtIm]Br modified reduced graphene oxide",carbon,porous,"carboxyl, hydroxyl, imidazolium, bromide ",Ni,Ni,0,1.0,0.82,1.01,,200.0,hours,132.0,ion_concentration_gradient,0,1,0,,poly[ViEtIm]Br,,1,0.2070499999999999,-0.6839226676323439,proton,ion_gradient,0,1,1,1,1,0,2.3010299956639813,1
10.1021/acsnano.1c07186,1,2021,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,80.0,0,,,1,"Ti3C2Tx MXene, Cellulose, PSSA",polymer,film,sulfonate,Ag,Ag,0,1.0,0.3,1.2,,,seconds,,ion_concentration_gradient,1,0,0,Poly(4-styrenesulfonic acid) (PSSA),,,1,0.09,-1.0457526650932398,proton,ion_gradient,0,0,1,1,0,0,,0
10.1021/acs.langmuir.2c00566,1,2022,sandwich,1,electrode,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,98.0,0,,,0,"Carbon Ink, cellulose",biomass,porous,"carboxyl, hydroxyl",Cu,Cu,0,1.0,0.19,1.4,0.132,,seconds,83.0,ion_concentration_gradient,0,0,0,,,,0,0.0664999999999999,-1.1771718240019096,proton,ion_gradient,0,0,1,1,0,0,,0
10.1016/j.nanoen.2022.107017,1,2022,sandwich,1,electrode + chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,80.0,0,,,1,"PSSA, PVA",polymer,porous,sulfonate,Carbon,Carbon,0,0.0,1.0,1.7,0.1,10.0,hours,360.0,ion_concentration_gradient,1,0,0,poly (4-styrene sulfonic acid) (PSSA),,,1,0.425,-0.3716100480815215,proton,ion_gradient,0,1,1,1,0,0,1.0,1
10.1016/j.nanoen.2020.104922,1,2020,in-plane,0,chemical,Li+,1,Cl-,electrolyte,0,1,vapor_adsorption,80.0,1,LiCl,4.07,0,"Corn Stalk, LiCl",biomass,porous,"carboxyl, hydroxyl",Carbon,Carbon,1,0.0,0.56,2.33,0.177,0.741,days,11520.0,ion_concentration_gradient,0,0,0,,,,0,0.3262,-0.4865147119229158,other_cation,ion_gradient,0,1,0,0,1,0,-0.13018179202067184,1
10.1038/s41467-024-49393-9,0,2024,sandwich,1,chemical,H+,1,Cl-,surface_group_dissociation,0,1,vapor_adsorption,90.0,0,,,1,PDDA/PSSA bilayer polyelectrolyte film ,polymer,hydrogel,"sulfonate, quaternary ammonium, hydroxyl ",Carbon,Carbon,1,0.0,1.27,2.7,0.86,0.001,hours,125.0,ion_concentration_gradient,1,1,0,poly (4-styrene sulfonic acid) (PSSA),Polydiallyl dimethyl ammonium chloride (PDDA),,1,0.8572500000000001,-0.0668919995997447,proton,ion_gradient,0,1,0,1,0,0,-3.0,1
10.1016/j.nanoen.2024.110187,1,2024,in-plane,1,chemical + environmental,H+,1,OH-,surface_group_dissociation + electrolyte,0,1,vapor_adsorption,40.0,0,,,1,"V2O5, Ni(OH)2, PSS, BTAC salt",metal oxide,film,"sulfonate, hydroxyl",Ag,Ag,1,1.0,0.61,3.16,1.06,0.22,weeks,115200.0,ion_concentration_gradient + thermo_diffusion,1,0,0,poly (4-styrene sulfonic acid) (PSSA),,,1,0.4819,-0.3170421724868569,proton,ion_gradient,1,1,0,1,1,0,-0.6575773191777937,1
10.1063/5.0139883,0,2023,in-plane,1,chemical,H+,0,,water_dissociation,0,1,vapor_adsorption,,0,,,0,"TiO₂ nanowires, AgInZnS, PVA",semiconductor,porous,hydroxyl,Carbon,Carbon,1,0.0,0.75,4.0,,1.0,seconds,12.0,streaming,0,0,0,,,,0,0.75,-0.1249381575493767,proton,streaming,0,1,0,0,0,1,0.0,1
10.1016/j.enconman.2023.117256,0,2023,in-plane,1,chemical,Co3+,1,Cl-,electrolyte,0,1,vapor_adsorption,70.0,1,CoCl2,,0,TiO₂/Co hydrogel ,composite,hydrogel,titanol,CNT,CNT,1,0.0,0.95,5.0,1.79,,days,6000.0,ion_concentration_gradient,0,0,0,,,,0,1.1875,0.0746339840184191,other_cation,ion_gradient,0,1,0,0,1,0,,0
10.1016/j.cej.2023.143443,0,2023,sandwich,1,electrode + chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,90.0,0,,,1,PSS-PVA@CDs ,polymer,film,"sulfonate, carboxyl, hydroxyl ",Carbon,Carbon,0,0.0,0.83,5.2,0.6,1.0,seconds,30.0,ion_concentration_gradient,1,0,0,poly (4-styrene sulfonic acid) (PSSA),,,1,1.079,0.0330218471799269,proton,ion_gradient,0,1,1,1,0,0,0.0,1
10.1021/acssuschemeng.5c09332,0,2025,sandwich,1,electrode + chemical,Li+,1,Cl-,electrolyte,0,1,vapor_adsorption,95.0,1,LiCl,,1,"PGA, CNF composite ionic hydrogel",polymer,hydrogel,"carboxyl, hydroxyl, amino ",Carbon,Carbon,0,0.0,0.8,6.0,,0.01,seconds,100.0,ion_concentration_gradient,1,0,0,Poly (glutamic acid) (PGA),,,1,1.2000000000000002,0.0791816079595423,other_cation,ion_gradient,0,1,1,0,1,0,-2.0,1
10.1016/j.nanoen.2020.105630,1,2021,in-plane,1,chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,75.0,0,,,0,MoS2,semiconductor,porous,residual hydrogen on MoS2,Cu,Cu,1,1.0,0.019,6.24,0.032,0.003,seconds,30.0,ion_concentration_gradient,0,0,0,,,,0,0.02964,-1.5281071486294195,proton,ion_gradient,0,1,0,1,0,0,-2.5228787452803374,1
10.1021/acsnano.3c08543,0,2024,sandwich,1,electrode + chemical,H+,0,,surface_group_dissociation,0,1,vapor_adsorption,80.0,0,,,1,"P(AA-MEA), CMC, PSSA ",polymer,hydrogel,"carboxyl, hydroxyl, sulfonate",Ag,Ag,1,1.0,0.42,7.6,,,hours,200.0,ion_concentration_gradient,1,0,0,"Poly(4-styrene sulfonic acid) (PSSA), Carboxymethyl cellulose sodium (CMC), P(AA-MEA)",,,1,0.7979999999999999,-0.0979965644209375,proton,ion_gradient,0,1,1,1,0,0,,0
